cleaned_text,sentiment
worldlink ko ta net slow vayo vayo aba ta app dhari nachalne whenever open app open ticket connection problem automatically stops working whats happens frequently much irritated frustated yo app banako faida nai k vayo jaba app chalauna khojda app nai proper chaldaina register vako email id ni change garna namilne kei garna namilne,NEGATIVE
interface good rarely works trying add one mac address filter since 10 minutes fails took 5 minutes add first 2 mac addresses,NEGATIVE
rubbish app every time open app asks login put number get sms verification code doesnt match says invalid pin please fix,NEGATIVE
really useful password change looking account details,POSITIVE
good app instant service support team,POSITIVE
nice gives detail contest internet pay money,POSITIVE
app sucks shows number connected device try thousands time,NEGATIVE
kera jasto app pw nai change hudaina,NEGATIVE
bad,NEGATIVE
dont ever seen app lif e,NEGATIVE
lastai third class service milne vaye 0 star dintheyea yesto khatam xa serviceonline game taw nakhalda hunxayoutube ne mazzale chaldoinalastai apasabdha haru bolnu manlageko xa k garnu bolna namilne285 po chalde ra yarthait,NEGATIVE
connected device lai rename garna milni banaunu paryo device filter list lai rename garna milni banaunu paryo ssid password open rakhna milni banaunu paryo connected device ko lagi xuttai option rakhnu paeyo ahile ko method long vo ani specific mac lai specific domain blacklist whitelist rakhna milni banaunu paryo,NEGATIVE
mac filter option available shows unsupported router previously done tht router via app know nokia onu,NEGATIVE
app jasto bhaye ni net chai khattam classic tech jastai,NEGATIVE
tnku,NEGATIVE
good change password,POSITIVE
nice app keep updating,POSITIVE
one best internet provider nepal,POSITIVE
unstable network connectionunstable net tvtoo many bugstoo many connection problemsyoutube always crashestv gets hang due youtubetv channels disasterous uswe cant even enjoy channels properly due internet problemsi highly disappointed wordlink team,NEGATIVE
wow,POSITIVE
albeit app,POSITIVE
nepalisgreat,NEGATIVE
good,POSITIVE
fantastic,POSITIVE
good,POSITIVE
good app,POSITIVE
good app,POSITIVE
ok,POSITIVE
worldlink getting worst day day,NEGATIVE
app login huna kati din kurnu parne ho customer care call garda try gardai garnu jimu haru try gareko 3 din vaisakyo paisa tirna baki huda ta net time mai katincha ta asto taal le worldlink paatan hola chetana vaya,NEGATIVE
waste time waste money nepal 1 slowest internet,NEGATIVE
support ticket opened closed unless problem solved compensation procedure transparent horrible experience,NEGATIVE
useful apps,POSITIVE
work apk,POSITIVE
working,POSITIVE
gud,NEGATIVE
supportive cs dept,POSITIVE
cant see list connected devices plz fix bug,NEGATIVE
ist amazing,POSITIVE
good,POSITIVE
best,POSITIVE
best network nepal world link wifi lot enjoying world link net useful,POSITIVE
connected devices found internet usage seen daily want query,NEGATIVE
good,POSITIVE
always time playing game connecting paid 20 mbps giving 500kbps also bad wifi,NEGATIVE
nice,POSITIVE
good app,POSITIVE
outstanding,POSITIVE
pin send number app says pin send please solve problem,NEGATIVE
excellent,POSITIVE
great nepal iam happy,POSITIVE
great,POSITIVE
fraud isp country cheaters 20 mbps called run 2 mbps,NEGATIVE
good,POSITIVE
good,POSITIVE
verification code saying send 2 days still comming like previous apps ok update bad,NEGATIVE
good,POSITIVE
bad service,NEGATIVE
late online payment online pay gareko 1 hr paxi matra chalxa euta star pani dherai ho yesko lagi,NEGATIVE
good,POSITIVE
kam nalagni useless app cant change password,NEGATIVE
able login account input registered phone number says number registered wasted half hour time shamelessly waiting get 1 year plan complete get chance correct mistake,NEGATIVE
wow wonderful app,POSITIVE
code chai pathaunu paryo,NEGATIVE
hek,NEGATIVE
good work love thish app,POSITIVE
best,POSITIVE
babaal,POSITIVE
good much,POSITIVE
nice aap,POSITIVE
ahile samma ko bakwas wordlink aayara net ko taar sarr sabai liyayara janu dashain upahar sochera,NEGATIVE
ever tend change wifi password app automatically gets closed even password changeable,NEGATIVE
good instant service felt far would highly like recommend others try see difference,POSITIVE
good know balanse others also,POSITIVE
good,POSITIVE
ek ko kabad net,POSITIVE
plz update app able login facebook account doesnt show hourly weekly graph also,NEGATIVE
tried get verification code didnt got codes,NEGATIVE
used find service better beginning feel service provided really disgustingi frequently complain slow net customer service response late goes without solving problem,NEGATIVE
ok,POSITIVE
internet problematic say 25 mbps u speed test rarely 5 television buffers frequently im terrible experience internet would definitely recommend worldlink,NEGATIVE
trash,NEGATIVE
enjoy lot help app,POSITIVE
recently changed password still app shows password something wrong,NEGATIVE
easy review problems solved easily,POSITIVE
narendramodi pmo modi india ka sara biratnagar hai ookha india sara mukesh kumar ambani ji bharat sarkar modi pmo ka dwara public kilya public use products free jogbani secter ookha,NEGATIVE
slow internet speed paid 20 mbps data get hilarious 0715 mbps,NEGATIVE
nice,POSITIVE
verry fast,POSITIVE
world worst app cant work well,NEGATIVE
good,POSITIVE
great app,POSITIVE
veryyyy slow clam 25 mbps speed even 1 mbps,NEGATIVE
u add 2 accounts app since using wireless internet started fibre net u tell step step,NEGATIVE
use wlink customer,NEGATIVE
good,POSITIVE
good,POSITIVE
poor suscription downloading file,NEGATIVE
best,POSITIVE
great customer care seamless internet connection proce high,POSITIVE
good,POSITIVE
reliable service,POSITIVE
best wifi passowd change app,POSITIVE
best app,POSITIVE
nice apps,POSITIVE
good,POSITIVE
good,POSITIVE
best isp helpful app,POSITIVE
need add time expiry,NEGATIVE
nice,POSITIVE
good,POSITIVE
nowadays every night 9 10 pm server goes server time plz fix fast,NEGATIVE
good,POSITIVE
good,POSITIVE
nice,POSITIVE
good,POSITIVE
good app,POSITIVE
good,POSITIVE
make easy pay google pay please,NEGATIVE
use full app,POSITIVE
useable app,POSITIVE
app good slow opening work although nice app,POSITIVE
nice apps,POSITIVE
good,POSITIVE
nice,POSITIVE
sucks,NEGATIVE
nce,NEGATIVE
best app change setting password anytime anywhere,POSITIVE
nic,POSITIVE
sooo insecure appp data leak easily,NEGATIVE
ghateya net ho yo,POSITIVE
easy use love,POSITIVE
good app,POSITIVE
login,NEGATIVE
didnt show connected devices please fix,NEGATIVE
slow,NEGATIVE
need parential control,NEGATIVE
like,POSITIVE
good use,POSITIVE
ok,POSITIVE
jvir,NEGATIVE
nowadays net getting worst gets slow please concerned authority requested solve problem hope soon really tired slow network,NEGATIVE
good app nice,POSITIVE
goood,NEGATIVE
useless,NEGATIVE
good,POSITIVE
worst,NEGATIVE
application laggy,NEGATIVE
nice app like app much,POSITIVE
f youre supposed report issue app issue goddamn internet working,NEGATIVE
maybe tortoise run faster net trying watch video 5 minutes literally took 50 minutes finish king buffering cant even post commented help ximeki ko wifi,NEGATIVE
nice,POSITIVE
good,POSITIVE
duper,NEGATIVE
app goodbut watch ntetv android phone,NEGATIVE
awesome,POSITIVE
buggy app device filtering pain ass laggy least website things configured like app,NEGATIVE
worst servicealways problem slow internet,NEGATIVE
excellent,POSITIVE
app totally despite one biggest isp nepal wonder developer irresponsible features provided dont work theres problem customizing bandwidth changing wifi name changing encryption mode hiding wifi many minor issues please work asap,NEGATIVE
working mobileuseless,NEGATIVE
connected devices showing please slove problem,NEGATIVE
worst app ive ever used whenever want see something even though wifi connection attention connection error ass hell kind app doesnt even work network waste,NEGATIVE
net working since 2 days called customer care sending techiciansthey telling half hour hole day,NEGATIVE
nice app cant download fast,POSITIVE
easier operate,POSITIVE
open mywolrdlink app go connected device show device status offline device need online order access service device online show please tell fix problem,NEGATIVE
wow app,POSITIVE
good app manage router net service good,POSITIVE
satisfactory app,POSITIVE
useless say verify code dont even send code waiting like hour,NEGATIVE
cant enable wifi change password app pls help,NEGATIVE
web net tv featuring star sport channel next upgrade,NEGATIVE
pathetic app ever launched company fool users5lakh downloads even dont 5lakh customerscash cowsusers,NEGATIVE
app lai ek choti uninstall garesi arko patak install garda mobile number bata login garnai mildainayou logged another device vanxaapp bug ho ki k ho,NEGATIVE
third class net provider worldlink really upset,NEGATIVE
nice,POSITIVE
love,POSITIVE
ummm,NEGATIVE
ga jasto net xa game khelda kheldai ping badera jaile mareko mraik ho yesto,NEGATIVE
dont even show connected device even though many device connected,NEGATIVE
portforwarding,POSITIVE
good,POSITIVE
wrong app days cant even change wifi password,NEGATIVE
jati update gare ni profile details ra contact update ko error fix nagarni raixa,NEGATIVE
slow connection range good everytime loading loading even cant change password,POSITIVE
bad doesnt respond changing wifi password,NEGATIVE
poor quality service,NEGATIVE
ok,POSITIVE
love,POSITIVE
far good,POSITIVE
good,POSITIVE
nice,POSITIVE
useful app,POSITIVE
login added primary phone number yet says sent mobile havent got verification code even trying mamy times really annoying app,NEGATIVE
cant change network password,NEGATIVE
app much worst havent seen type rubbish app ever doesnt open regularly worldlink internet almost worst loss money,NEGATIVE
zero star loginbusy icon matra dekhaucha multiple uninstallinstallreboot failed,NEGATIVE
badjust literally badits slow wont respond sometime cant connect server message thing used,NEGATIVE
maintain ping gamers please,POSITIVE
service poor speed provided told,NEGATIVE
excellent app,POSITIVE
update able change wifi password app cant change wifi password app,NEGATIVE
feedback whole system poor customer service called report issues new connection many times u open issues tell u send technicians solve issues technicians dont even show opened issues r marked solved closed u ask feedback r u joking neither pay subscription u would extend day trial period u tell wait office open sunday stay offline untill pay keep,NEGATIVE
need one controller particular wifi,NEGATIVE
worst internet,NEGATIVE
waste,NEGATIVE
mac adress settings xaina ta,POSITIVE
please add mac filtering soon,NEGATIVE
connected users haru herna mildaina k ho esto app ani blacklist garna ni mildaina sudhar garne ki worldlink chodnu parne ho,NEGATIVE
makes easy,POSITIVE
sometimes slow,NEGATIVE
better,POSITIVE
dami,POSITIVE
cant see connected device speed become low clicked connected device,NEGATIVE
